,team,task,task_type,score,incorrect,correct,time_till_correct
32,CollaXRSearch1,LSC24-AD09,AD,3.7448132780082988,2,19,93.303
33,MemoriEase,LSC24-AD09,AD,6.230549792531121,2,31,33.321
34,vitrivr,LSC24-AD09,AD,7.31673582295989,28,46,31.642
35,MyEachtra,LSC24-AD09,AD,14.022034625840606,5,70,64.566
36,Lifegraph,LSC24-AD09,AD,5.927682276229994,3,30,39.779
37,SnapSeek1,LSC24-AD09,AD,13.097600577304709,6,66,28.578
38,Retrospect1,LSC24-AD09,AD,0.2667457024303497,8,3,116.739
39,vitrivr-VR,LSC24-AD09,AD,0.0,5,0,inf
40,PraK1,LSC24-QA11,QA,68.505,0,1,188.97
41,LIFEXPLORE1,LSC24-QA11,QA,90.48233333333333,0,1,57.106
42,Libro1,LSC24-QA11,QA,85.18483333333333,2,1,88.891
43,Voxento,LSC24-QA11,QA,79.2445,0,1,124.533
44,EAGLE1,LSC24-QA11,QA,84.12716666666667,0,2,95.237
45,Memento,LSC24-QA11,QA,69.608,0,1,182.352
46,VitaChronicle1,LSC24-QA11,QA,64.00883333333334,1,1,155.947
47,Exquisitor,LSC24-QA11,QA,69.64216666666667,0,1,182.147
48,LifeLens1,LSC24-QA11,QA,87.82433333333333,2,1,73.054
49,LifeSeeker1,LSC24-QA11,QA,53.78,2,1,217.32
50,VISIONE1,LSC24-QA11,QA,65.76416666666667,0,1,205.415
51,LifeInsight,LSC24-QA11,QA,0.0,2,0,inf
52,CollaXRSearch1,LSC24-QA11,QA,40.12833333333333,3,1,239.23
53,MemoriEase,LSC24-QA11,QA,0.0,1,0,inf
54,vitrivr,LSC24-QA11,QA,0.0,0,0,inf
55,MyEachtra,LSC24-QA11,QA,50.1955,1,1,238.827
56,Lifegraph,LSC24-QA11,QA,39.88199999999999,1,1,300.0
57,SnapSeek1,LSC24-QA11,QA,51.08333333333333,0,1,293.5
58,Retrospect1,LSC24-QA11,QA,85.5025,0,1,86.985
59,vitrivr-VR,LSC24-QA11,QA,0.0,0,0,inf
60,PraK1,LSC24-KISJ08,KIS,87.35416666666666,0,1,75.875
61,LIFEXPLORE1,LSC24-KISJ08,KIS,69.336,0,1,183.984
62,Libro1,LSC24-KISJ08,KIS,86.61616666666666,0,1,80.303
63,Voxento,LSC24-KISJ08,KIS,80.55116666666666,0,1,116.693
64,EAGLE1,LSC24-KISJ08,KIS,94.20116666666667,0,1,34.793
65,Memento,LSC24-KISJ08,KIS,87.66233333333332,0,1,74.026
66,VitaChronicle1,LSC24-KISJ08,KIS,93.00800000000001,0,1,41.952
67,Exquisitor,LSC24-KISJ08,KIS,86.55033333333333,0,1,80.698
68,LifeLens1,LSC24-KISJ08,KIS,89.39783333333332,0,1,63.613
69,LifeSeeker1,LSC24-KISJ08,KIS,78.1185,0,1,131.289
70,VISIONE1,LSC24-KISJ08,KIS,62.47416666666666,0,1,225.155
71,LifeInsight,LSC24-KISJ08,KIS,90.39716666666666,0,1,57.617
72,CollaXRSearch1,LSC24-KISJ08,KIS,88.5,0,1,69.0
73,MemoriEase,LSC24-KISJ08,KIS,0.0,1,0,inf
74,vitrivr,LSC24-KISJ08,KIS,86.49216666666666,0,1,81.047
75,MyEachtra,LSC24-KISJ08,KIS,57.31333333333333,1,1,196.12
76,Lifegraph,LSC24-KISJ08,KIS,91.137,0,1,53.178
77,SnapSeek1,LSC24-KISJ08,KIS,87.42583333333334,0,1,75.445
78,Retrospect1,LSC24-KISJ08,KIS,86.9285,0,1,78.429
79,vitrivr-VR,LSC24-KISJ08,KIS,74.15216666666667,0,1,155.087
80,PraK1,LSC24-QA12,QA,22.104000000000006,3,1,287.376
81,LIFEXPLORE1,LSC24-QA12,QA,74.71366666666667,0,1,151.718
82,Libro1,LSC24-QA12,QA,75.85616666666667,0,1,144.863
83,Voxento,LSC24-QA12,QA,50.51466666666667,2,1,176.912
84,EAGLE1,LSC24-QA12,QA,79.91466666666668,0,1,120.512
85,Memento,LSC24-QA12,QA,79.44233333333332,0,1,123.346
86,VitaChronicle1,LSC24-QA12,QA,73.7165,0,1,157.701
87,Exquisitor,LSC24-QA12,QA,77.62833333333333,0,1,134.23
88,LifeLens1,LSC24-QA12,QA,73.1585,0,1,161.049
89,LifeSeeker1,LSC24-QA12,QA,30.721333333333327,2,1,295.672
90,VISIONE1,LSC24-QA12,QA,78.57166666666667,0,1,128.57
91,LifeInsight,LSC24-QA12,QA,0.0,3,0,inf
92,CollaXRSearch1,LSC24-QA12,QA,0.0,0,0,inf
93,MemoriEase,LSC24-QA12,QA,71.631,0,1,170.214
94,vitrivr,LSC24-QA12,QA,39.8865,1,1,300.0
95,MyEachtra,LSC24-QA12,QA,42.066833333333335,1,1,287.599
96,Lifegraph,LSC24-QA12,QA,48.0625,1,1,251.625
97,SnapSeek1,LSC24-QA12,QA,34.89483333333334,2,1,270.631
98,Retrospect1,LSC24-QA12,QA,71.57916666666667,0,1,170.525
99,vitrivr-VR,LSC24-QA12,QA,0.0,0,0,inf
100,PraK1,LSC24-AD10,AD,45.05747126436781,1,14,34.978
101,LIFEXPLORE1,LSC24-AD10,AD,58.37837837837837,1,18,20.446
102,Libro1,LSC24-AD10,AD,72.68817204301077,10,26,36.739
103,Voxento,LSC24-AD10,AD,31.025641025641026,4,11,50.564
104,EAGLE1,LSC24-AD10,AD,31.746031746031747,1,10,31.486
105,Memento,LSC24-AD10,AD,50.0,0,15,33.547
106,VitaChronicle1,LSC24-AD10,AD,21.333333333333332,4,8,44.047
107,Exquisitor,LSC24-AD10,AD,53.51851851851851,2,17,40.853
108,LifeLens1,LSC24-AD10,AD,41.666666666666664,6,15,52.08
109,LifeSeeker1,LSC24-AD10,AD,36.34408602150538,5,13,56.705
110,VISIONE1,LSC24-AD10,AD,55.047619047619044,1,17,27.118
111,LifeInsight,LSC24-AD10,AD,65.04065040650407,1,20,68.2
112,CollaXRSearch1,LSC24-AD10,AD,53.51851851851851,2,17,73.259
113,MemoriEase,LSC24-AD10,AD,26.666666666666668,0,8,32.679
114,vitrivr,LSC24-AD10,AD,51.717171717171716,1,16,40.094
115,MyEachtra,LSC24-AD10,AD,27.0,2,9,68.151
116,Lifegraph,LSC24-AD10,AD,26.666666666666668,0,8,76.288
117,SnapSeek1,LSC24-AD10,AD,0.16260162601626016,39,1,52.125
118,Retrospect1,LSC24-AD10,AD,0.0,14,0,inf
119,vitrivr-VR,LSC24-AD10,AD,15.15151515151515,1,5,68.074
120,PraK1,LSC24-KISJ09,KIS,95.59483333333333,0,2,26.431
121,LIFEXPLORE1,LSC24-KISJ09,KIS,96.25483333333334,0,1,22.471
122,Libro1,LSC24-KISJ09,KIS,93.46433333333334,0,1,39.214
123,Voxento,LSC24-KISJ09,KIS,95.73683333333332,1,1,25.579
124,EAGLE1,LSC24-KISJ09,KIS,94.56533333333334,0,1,32.608
125,Memento,LSC24-KISJ09,KIS,90.848,0,1,54.912
126,VitaChronicle1,LSC24-KISJ09,KIS,91.14883333333333,0,1,53.107
127,Exquisitor,LSC24-KISJ09,KIS,90.53016666666667,0,1,56.819
128,LifeLens1,LSC24-KISJ09,KIS,91.598,0,1,50.412
129,LifeSeeker1,LSC24-KISJ09,KIS,69.28566666666666,1,1,124.286
130,VISIONE1,LSC24-KISJ09,KIS,92.54566666666666,0,1,44.726
131,LifeInsight,LSC24-KISJ09,KIS,57.730666666666664,1,1,193.616
132,CollaXRSearch1,LSC24-KISJ09,KIS,79.96416666666667,0,1,120.215
133,MemoriEase,LSC24-KISJ09,KIS,92.92150000000001,0,1,42.471
134,vitrivr,LSC24-KISJ09,KIS,93.12916666666666,0,1,41.225
135,MyEachtra,LSC24-KISJ09,KIS,78.12533333333333,1,1,71.248
136,Lifegraph,LSC24-KISJ09,KIS,50.27866666666667,0,1,298.328
137,SnapSeek1,LSC24-KISJ09,KIS,43.64216666666667,2,1,218.147
138,Retrospect1,LSC24-KISJ09,KIS,0.0,0,0,inf
139,vitrivr-VR,LSC24-KISJ09,KIS,0.0,5,0,inf
140,PraK1,LSC24-QA13,QA,84.68950000000001,0,1,91.863
141,LIFEXPLORE1,LSC24-QA13,QA,88.58833333333334,0,1,68.47
142,Libro1,LSC24-QA13,QA,75.79466666666667,1,1,85.232
143,Voxento,LSC24-QA13,QA,64.30116666666666,1,2,154.193
144,EAGLE1,LSC24-QA13,QA,68.98233333333333,0,1,186.106
145,Memento,LSC24-QA13,QA,58.8445,0,1,246.933
146,VitaChronicle1,LSC24-QA13,QA,70.29483333333333,0,1,178.231
147,Exquisitor,LSC24-QA13,QA,0.0,1,0,inf
148,LifeLens1,LSC24-QA13,QA,0.0,1,0,inf
149,LifeSeeker1,LSC24-QA13,QA,83.73866666666666,0,1,97.568
150,VISIONE1,LSC24-QA13,QA,0.0,2,0,inf
151,LifeInsight,LSC24-QA13,QA,61.76916666666667,0,1,229.385
152,CollaXRSearch1,LSC24-QA13,QA,71.22033333333333,1,1,112.678
153,MemoriEase,LSC24-QA13,QA,73.10783333333333,0,1,161.353
154,vitrivr,LSC24-QA13,QA,0.0,0,0,inf
155,MyEachtra,LSC24-QA13,QA,0.0,2,0,inf
156,Lifegraph,LSC24-QA13,QA,50.05166666666667,0,1,299.69
157,SnapSeek1,LSC24-QA13,QA,66.71333333333334,0,1,199.72
158,Retrospect1,LSC24-QA13,QA,0.0,0,0,inf
159,vitrivr-VR,LSC24-QA13,QA,0.0,0,0,inf
160,PraK1,LSC24-AD11,AD,29.890004782400766,1,25,30.02
161,LIFEXPLORE1,LSC24-AD11,AD,26.880081300813007,2,23,44.24
162,Libro1,LSC24-AD11,AD,26.880081300813007,2,23,33.557
163,Voxento,LSC24-AD11,AD,9.75609756097561,0,8,154.262
164,EAGLE1,LSC24-AD11,AD,12.296747967479675,2,11,29.951
165,Memento,LSC24-AD11,AD,4.878048780487805,0,4,41.817
166,VitaChronicle1,LSC24-AD11,AD,24.390243902439025,0,20,25.656
167,Exquisitor,LSC24-AD11,AD,16.813700051894138,11,18,63.713
168,LifeLens1,LSC24-AD11,AD,26.829268292682926,0,22,50.287
169,LifeSeeker1,LSC24-AD11,AD,24.81238273921201,6,23,28.561
170,VISIONE1,LSC24-AD11,AD,8.960763520678684,20,13,129.661
171,LifeInsight,LSC24-AD11,AD,0.0,0,0,inf
172,CollaXRSearch1,LSC24-AD11,AD,3.658536585365854,0,3,38.435
173,MemoriEase,LSC24-AD11,AD,15.853658536585366,0,13,54.3
174,vitrivr,LSC24-AD11,AD,28.22944896115628,4,25,27.826
175,MyEachtra,LSC24-AD11,AD,39.7114393679148,3,34,93.206
176,Lifegraph,LSC24-AD11,AD,0.0,0,0,inf
177,SnapSeek1,LSC24-AD11,AD,0.0,0,0,inf
178,Retrospect1,LSC24-AD11,AD,0.0,0,0,inf
179,vitrivr-VR,LSC24-AD11,AD,8.536585365853659,0,7,115.793
180,PraK1,LSC24-KISJ10,KIS,93.84533333333334,0,1,36.928
181,LIFEXPLORE1,LSC24-KISJ10,KIS,94.20483333333334,0,1,34.771
182,Libro1,LSC24-KISJ10,KIS,91.201,0,1,52.794
183,Voxento,LSC24-KISJ10,KIS,91.84700000000001,0,1,48.918
184,EAGLE1,LSC24-KISJ10,KIS,95.59049999999999,0,2,26.457
185,Memento,LSC24-KISJ10,KIS,93.30366666666666,0,1,40.178
186,VitaChronicle1,LSC24-KISJ10,KIS,90.29599999999999,0,1,58.224
187,Exquisitor,LSC24-KISJ10,KIS,88.9055,0,1,66.567
188,LifeLens1,LSC24-KISJ10,KIS,80.7825,0,1,115.305
189,LifeSeeker1,LSC24-KISJ10,KIS,93.70316666666668,0,1,37.781
190,VISIONE1,LSC24-KISJ10,KIS,92.0445,0,1,47.733
191,LifeInsight,LSC24-KISJ10,KIS,83.8705,0,1,96.777
192,CollaXRSearch1,LSC24-KISJ10,KIS,68.32266666666666,0,1,190.064
193,MemoriEase,LSC24-KISJ10,KIS,72.319,0,1,166.086
194,vitrivr,LSC24-KISJ10,KIS,84.16866666666667,0,1,94.988
195,MyEachtra,LSC24-KISJ10,KIS,0.0,0,0,inf
196,Lifegraph,LSC24-KISJ10,KIS,84.14716666666666,0,1,95.117
197,SnapSeek1,LSC24-KISJ10,KIS,68.8195,1,1,127.083
198,Retrospect1,LSC24-KISJ10,KIS,60.93983333333334,0,1,234.361
199,vitrivr-VR,LSC24-KISJ10,KIS,19.975833333333327,6,1,120.145
200,PraK1,LSC24-QA14,QA,0.0,2,0,inf
201,LIFEXPLORE1,LSC24-QA14,QA,0.0,1,0,inf
202,Libro1,LSC24-QA14,QA,0.0,5,0,inf
203,Voxento,LSC24-QA14,QA,0.0,2,0,inf
204,EAGLE1,LSC24-QA14,QA,0.0,1,0,inf
205,Memento,LSC24-QA14,QA,0.0,1,0,inf
206,VitaChronicle1,LSC24-QA14,QA,0.0,1,0,inf
207,Exquisitor,LSC24-QA14,QA,0.0,2,0,inf
208,LifeLens1,LSC24-QA14,QA,0.0,1,0,inf
209,LifeSeeker1,LSC24-QA14,QA,0.0,2,0,inf
210,VISIONE1,LSC24-QA14,QA,0.0,3,0,inf
211,LifeInsight,LSC24-QA14,QA,0.0,2,0,inf
212,CollaXRSearch1,LSC24-QA14,QA,0.0,2,0,inf
213,MemoriEase,LSC24-QA14,QA,0.0,1,0,inf
214,vitrivr,LSC24-QA14,QA,0.0,1,0,inf
215,MyEachtra,LSC24-QA14,QA,0.0,2,0,inf
216,Lifegraph,LSC24-QA14,QA,0.0,1,0,inf
217,SnapSeek1,LSC24-QA14,QA,0.0,2,0,inf
218,Retrospect1,LSC24-QA14,QA,0.0,0,0,inf
219,vitrivr-VR,LSC24-QA14,QA,0.0,0,0,inf
220,PraK1,LSC24-AD12,AD,20.0,0,3,44.724
221,LIFEXPLORE1,LSC24-AD12,AD,70.41666666666667,6,13,42.324
222,Libro1,LSC24-AD12,AD,23.80952380952381,4,5,32.72
223,Voxento,LSC24-AD12,AD,20.0,0,3,27.311
224,EAGLE1,LSC24-AD12,AD,10.909090909090908,5,3,26.614
225,Memento,LSC24-AD12,AD,13.333333333333334,0,2,50.942
226,VitaChronicle1,LSC24-AD12,AD,13.333333333333334,0,2,67.189
227,Exquisitor,LSC24-AD12,AD,33.333333333333336,0,5,78.52
228,LifeLens1,LSC24-AD12,AD,7.407407407407407,35,5,40.682
229,LifeSeeker1,LSC24-AD12,AD,0.0,1,0,inf
230,VISIONE1,LSC24-AD12,AD,6.666666666666667,0,1,38.642
231,LifeInsight,LSC24-AD12,AD,51.28205128205128,6,10,84.495
232,CollaXRSearch1,LSC24-AD12,AD,10.158730158730158,13,4,47.585
233,MemoriEase,LSC24-AD12,AD,23.703703703703702,1,4,46.538
234,vitrivr,LSC24-AD12,AD,13.333333333333334,0,2,38.764
235,MyEachtra,LSC24-AD12,AD,0.0,0,0,inf
236,Lifegraph,LSC24-AD12,AD,0.0,2,0,inf
237,SnapSeek1,LSC24-AD12,AD,0.7407407407407407,16,1,158.507
238,Retrospect1,LSC24-AD12,AD,4.444444444444445,1,1,92.489
239,vitrivr-VR,LSC24-AD12,AD,0.0,5,0,inf
