,team,task,task_type,score,incorrect,correct,time_till_correct
155,Memento,LSC23-QA04,QA,78.75083333333333,0,1,76.497
156,e-LifeSeeker,LSC23-QA04,QA,82.06694444444445,0,1,64.559
157,LifeInsight,LSC23-QA04,QA,64.50166666666667,0,1,127.794
158,lifeXplore,LSC23-QA04,QA,45.129444444444445,1,1,180
159,2022 Baseline,LSC23-QA04,QA,82.67527777777778,0,1,62.369
160,MemoriEase,LSC23-QA04,QA,50.84166666666666,3,1,174.81
161,First,LSC23-QA04,QA,82.13805555555555,0,1,64.303
162,LifeGraph,LSC23-QA04,QA,80.06444444444445,0,1,71.768
163,LifeLens,LSC23-QA04,QA,40.30611111111111,0,1,180
164,Vitrivr-Hybrid,LSC23-QA04,QA,79.25916666666667,0,1,74.667
165,Memoria,LSC23-QA04,QA,67.42944444444444,0,1,117.254
166,Voxento,LSC23-QA04,QA,70.78555555555556,0,1,105.172
167,Memoria-MEO4J,LSC23-QA04,QA,87.3736111111111,0,1,45.455
168,MyEachtra,LSC23-KIS05,KIS,87.45733333333334,0,1,75.256
169,Memento,LSC23-KIS05,KIS,72.33083333333333,1,1,164.815
170,e-LifeSeeker,LSC23-KIS05,KIS,0.0,2,0,
171,LifeInsight,LSC23-KIS05,KIS,74.2905,0,1,154.257
172,lifeXplore,LSC23-KIS05,KIS,86.22866666666667,0,1,82.628
173,2022 Baseline,LSC23-KIS05,KIS,97.0085,0,1,17.949
174,MemoriEase,LSC23-KIS05,KIS,0.0,4,0,
175,First,LSC23-KIS05,KIS,0.0,1,0,
176,LifeGraph,LSC23-KIS05,KIS,0.0,2,0,
177,LifeLens,LSC23-KIS05,KIS,0.0,0,0,
178,Vitrivr-Hybrid,LSC23-KIS05,KIS,0.0,6,0,
179,Memoria,LSC23-KIS05,KIS,68.91766666666666,0,1,186.494
180,Voxento,LSC23-KIS05,KIS,60.33166666666666,0,1,238.01
181,Memoria-MEO4J,LSC23-KIS05,KIS,75.646,1,1,144.924
182,MyEachtra,LSC23-AD05,AD,11.297153700189753,3,61,11.984
183,Memento,LSC23-AD05,AD,20.257580039565585,11,112,25.75
184,e-LifeSeeker,LSC23-AD05,AD,10.590883014871364,9,60,21.906
185,LifeInsight,LSC23-AD05,AD,17.866004962779154,17,102,31.831
186,lifeXplore,LSC23-AD05,AD,24.183596289858148,16,135,18.604
187,2022 Baseline,LSC23-AD05,AD,24.60079874502497,9,134,14.501
188,MemoriEase,LSC23-AD05,AD,2.5506376594148534,9,17,16.377
189,First,LSC23-AD05,AD,2.5114410090411874,4,15,48.17
190,LifeGraph,LSC23-AD05,AD,12.526509655095436,2,67,40.74
191,LifeLens,LSC23-AD05,AD,10.917872880957235,3,59,25.514
192,Vitrivr-Hybrid,LSC23-AD05,AD,8.489158269007572,7,48,20.071
193,Memoria,LSC23-AD05,AD,14.900874262232104,3,80,27.15
194,Voxento,LSC23-AD05,AD,13.25916060673919,11,75,19.91
195,Memoria-MEO4J,LSC23-AD05,AD,11.514512615081875,7,64,27.675
196,MyEachtra,LSC23-QA05,QA,0.0,0,0,
197,Memento,LSC23-QA05,QA,0.0,0,0,
198,e-LifeSeeker,LSC23-QA05,QA,17.188055555555557,0,1,180
199,LifeInsight,LSC23-QA05,QA,0.0,0,0,
200,lifeXplore,LSC23-QA05,QA,0.0,0,0,
201,2022 Baseline,LSC23-QA05,QA,0.0,2,0,
202,MemoriEase,LSC23-QA05,QA,0.0,1,0,
203,First,LSC23-QA05,QA,45.849444444444444,0,1,180
204,LifeGraph,LSC23-QA05,QA,0.0,0,0,
205,LifeLens,LSC23-QA05,QA,0.0,0,0,
206,Vitrivr-Hybrid,LSC23-QA05,QA,0.0,1,0,
207,Memoria,LSC23-QA05,QA,0.0,1,0,
208,Voxento,LSC23-QA05,QA,0.0,0,0,
209,Memoria-MEO4J,LSC23-QA05,QA,0.0,0,0,
210,MyEachtra,LSC23-KIS06,KIS,97.51216666666667,0,1,14.927
211,Memento,LSC23-KIS06,KIS,95.4475,0,1,27.315
212,e-LifeSeeker,LSC23-KIS06,KIS,94.73566666666666,1,1,30.386
213,LifeInsight,LSC23-KIS06,KIS,96.85799999999999,1,1,17.652
214,lifeXplore,LSC23-KIS06,KIS,97.46716666666666,0,1,15.197
215,2022 Baseline,LSC23-KIS06,KIS,96.9205,0,1,18.477
216,MemoriEase,LSC23-KIS06,KIS,97.23666666666666,0,1,16.58
217,First,LSC23-KIS06,KIS,96.37066666666666,0,1,21.776
218,LifeGraph,LSC23-KIS06,KIS,94.18766666666667,0,1,34.874
219,LifeLens,LSC23-KIS06,KIS,95.75783333333334,0,1,25.453
220,Vitrivr-Hybrid,LSC23-KIS06,KIS,96.729,0,1,19.626
221,Memoria,LSC23-KIS06,KIS,95.438,0,1,27.372
222,Voxento,LSC23-KIS06,KIS,89.13449999999999,1,1,63.993
223,Memoria-MEO4J,LSC23-KIS06,KIS,97.22516666666667,0,1,16.649
224,MyEachtra,LSC23-AD06,AD,62.52955082742317,1,23,25.854
225,Memento,LSC23-AD06,AD,43.39339339339339,3,17,23.464
226,e-LifeSeeker,LSC23-AD06,AD,57.210401891252964,3,22,17.193
227,LifeInsight,LSC23-AD06,AD,40.322580645161295,1,15,19.491
228,lifeXplore,LSC23-AD06,AD,51.67958656330749,3,20,38.321
229,2022 Baseline,LSC23-AD06,AD,16.666666666666668,0,6,16.717
230,MemoriEase,LSC23-AD06,AD,22.22222222222222,0,8,15.885
231,First,LSC23-AD06,AD,15.384615384615383,1,6,51.841
232,LifeGraph,LSC23-AD06,AD,21.428571428571427,3,9,23.178
233,LifeLens,LSC23-AD06,AD,50.138888888888886,2,19,29.656
234,Vitrivr-Hybrid,LSC23-AD06,AD,31.296296296296298,4,13,25.404
235,Memoria,LSC23-AD06,AD,11.11111111111111,0,4,31.861
236,Voxento,LSC23-AD06,AD,19.444444444444443,0,7,19.042
237,Memoria-MEO4J,LSC23-AD06,AD,2.7777777777777777,4,2,13.984
238,MyEachtra,LSC23-QA06,QA,85.92472222222221,0,1,50.671
239,Memento,LSC23-QA06,QA,84.75888888888889,0,1,54.868
240,e-LifeSeeker,LSC23-QA06,QA,83.46333333333334,0,1,59.532
241,LifeInsight,LSC23-QA06,QA,84.72749999999999,0,1,54.981
242,lifeXplore,LSC23-QA06,QA,0.0,1,0,
243,2022 Baseline,LSC23-QA06,QA,79.48555555555555,1,1,73.132
244,MemoriEase,LSC23-QA06,QA,82.73416666666667,0,1,62.157
245,First,LSC23-QA06,QA,0.0,2,0,
246,LifeGraph,LSC23-QA06,QA,0.0,0,0,
247,LifeLens,LSC23-QA06,QA,0.0,0,0,
248,Vitrivr-Hybrid,LSC23-QA06,QA,22.771944444444447,1,1,180
249,Memoria,LSC23-QA06,QA,69.91166666666666,0,1,108.318
250,Voxento,LSC23-QA06,QA,0.0,2,0,
251,Memoria-MEO4J,LSC23-QA06,QA,0.0,0,0,
