,team,task,task_type,score,incorrect,correct,time_till_correct
59,SnapSeek3,LSC24-AD01,AD,0.0,24,0,inf
60,VISIONE2,LSC24-AD01,AD,0.0,1,0,inf
61,Memento,LSC24-AD01,AD,0.0,1,0,inf
62,EAGLE2,LSC24-AD01,AD,0.0,5,0,inf
63,LifeLens1,LSC24-AD01,AD,0.0,2,0,inf
64,Lifegraph,LSC24-AD01,AD,62.74509803921569,1,8,64.634
65,vitrivr,LSC24-AD01,AD,8.333333333333334,0,1,88.519
66,Voxento,LSC24-AD01,AD,0.0,0,0,inf
67,MyEachtra,LSC24-AD01,AD,0.0,0,0,inf
68,PraK3,LSC24-AD01,AD,18.75,2,3,53.848
69,LifeSeeker2,LSC24-AD01,AD,0.0,2,0,inf
70,LIFEXPLORE1,LSC24-QA01,QA,81.01983333333334,0,1,113.881
71,SnapSeek1,LSC24-QA01,QA,76.04966666666667,0,1,143.702
72,LIFEXPLORE2,LSC24-QA01,QA,76.64666666666666,0,1,140.12
73,VISIONE1,LSC24-QA01,QA,64.90583333333333,0,1,210.565
74,Libro1,LSC24-QA01,QA,0.0,0,0,inf
75,Exquisitor,LSC24-QA01,QA,0.0,0,0,inf
76,PraK1,LSC24-QA01,QA,0.0,2,0,inf
77,VISIONE3,LSC24-QA01,QA,58.49933333333334,0,1,249.004
78,Libro2,LSC24-QA01,QA,0.0,0,0,inf
79,LIFEXPLORE3,LSC24-QA01,QA,76.4305,0,1,141.417
80,SnapSeek2,LSC24-QA01,QA,74.72433333333333,0,1,151.654
81,SnapSeek4,LSC24-QA01,QA,66.9865,0,1,198.081
82,SnapSeek5,LSC24-QA01,QA,66.20566666666667,1,1,142.766
83,EAGLE1,LSC24-QA01,QA,81.48116666666667,0,1,111.113
84,MEMORIA,LSC24-QA01,QA,49.49516666666667,0,1,300.0
85,Retrospect1,LSC24-QA01,QA,0.0,1,0,inf
86,PraK2,LSC24-QA01,QA,0.0,2,0,inf
87,LifeInsight,LSC24-QA01,QA,0.0,5,0,inf
88,VitaChronicle1,LSC24-QA01,QA,72.19916666666666,0,1,166.805
89,CollaXRSearch1,LSC24-QA01,QA,65.06166666666667,0,1,209.63
90,vitrivr-VR,LSC24-QA01,QA,0.0,0,0,inf
91,MemoriEase,LSC24-QA01,QA,0.0,2,0,inf
92,Libro3,LSC24-QA01,QA,0.0,0,0,inf
93,LifeSeeker1,LSC24-QA01,QA,0.0,2,0,inf
94,SnapSeek3,LSC24-QA01,QA,67.33966666666666,1,1,135.962
95,VISIONE2,LSC24-QA01,QA,0.0,0,0,inf
96,Memento,LSC24-QA01,QA,0.0,0,0,inf
97,EAGLE2,LSC24-QA01,QA,79.56316666666666,0,1,122.621
98,LifeLens1,LSC24-QA01,QA,82.52933333333334,0,1,104.824
99,Lifegraph,LSC24-QA01,QA,0.0,1,0,inf
100,vitrivr,LSC24-QA01,QA,0.0,2,0,inf
101,Voxento,LSC24-QA01,QA,0.0,1,0,inf
102,MyEachtra,LSC24-QA01,QA,0.0,0,0,inf
103,PraK3,LSC24-QA01,QA,0.0,3,0,inf
104,LifeSeeker2,LSC24-QA01,QA,0.0,2,0,inf
105,LIFEXPLORE1,LSC24-KISJ03,KIS,68.76816666666667,0,1,187.391
106,SnapSeek1,LSC24-KISJ03,KIS,70.45616666666666,0,1,177.263
107,LIFEXPLORE2,LSC24-KISJ03,KIS,61.27583333333334,0,1,232.345
108,VISIONE1,LSC24-KISJ03,KIS,69.08,0,1,185.52
109,Libro1,LSC24-KISJ03,KIS,66.45233333333334,0,1,201.286
110,Exquisitor,LSC24-KISJ03,KIS,64.28983333333333,0,1,214.261
111,PraK1,LSC24-KISJ03,KIS,69.0365,0,1,185.781
112,VISIONE3,LSC24-KISJ03,KIS,65.91766666666666,0,1,204.494
113,Libro2,LSC24-KISJ03,KIS,0.0,0,0,inf
114,LIFEXPLORE3,LSC24-KISJ03,KIS,72.16383333333333,0,1,167.017
115,SnapSeek2,LSC24-KISJ03,KIS,30.710166666666666,3,1,235.739
116,SnapSeek4,LSC24-KISJ03,KIS,9.508499999999998,5,1,242.949
117,SnapSeek5,LSC24-KISJ03,KIS,39.720333333333336,1,1,300.0
118,EAGLE1,LSC24-KISJ03,KIS,0.0,1,0,inf
119,MEMORIA,LSC24-KISJ03,KIS,50.91683333333333,2,1,174.499
120,Retrospect1,LSC24-KISJ03,KIS,66.39166666666667,0,1,201.65
121,PraK2,LSC24-KISJ03,KIS,54.38566666666667,0,1,273.686
122,LifeInsight,LSC24-KISJ03,KIS,69.21000000000001,0,1,184.74
123,VitaChronicle1,LSC24-KISJ03,KIS,0.0,4,0,inf
124,CollaXRSearch1,LSC24-KISJ03,KIS,66.19483333333334,0,1,202.831
125,vitrivr-VR,LSC24-KISJ03,KIS,64.26033333333334,0,1,214.438
126,MemoriEase,LSC24-KISJ03,KIS,60.81066666666667,0,1,235.136
127,Libro3,LSC24-KISJ03,KIS,0.0,1,0,inf
128,LifeSeeker1,LSC24-KISJ03,KIS,51.585166666666666,1,1,230.489
129,SnapSeek3,LSC24-KISJ03,KIS,70.62816666666667,0,1,176.231
130,VISIONE2,LSC24-KISJ03,KIS,0.0,0,0,inf
131,Memento,LSC24-KISJ03,KIS,72.56016666666666,0,1,164.639
132,EAGLE2,LSC24-KISJ03,KIS,0.0,1,0,inf
133,LifeLens1,LSC24-KISJ03,KIS,0.0,1,0,inf
134,Lifegraph,LSC24-KISJ03,KIS,0.0,0,0,inf
135,vitrivr,LSC24-KISJ03,KIS,67.24966666666666,0,1,196.502
136,Voxento,LSC24-KISJ03,KIS,0.0,0,0,inf
137,MyEachtra,LSC24-KISJ03,KIS,58.28116666666668,1,1,190.313
138,PraK3,LSC24-KISJ03,KIS,55.09166666666667,1,1,209.45
139,LifeSeeker2,LSC24-KISJ03,KIS,0.0,1,0,inf
140,LIFEXPLORE1,LSC24-AD02,AD,0.0,1,0,inf
141,SnapSeek1,LSC24-AD02,AD,57.142857142857146,0,12,58.319
142,LIFEXPLORE2,LSC24-AD02,AD,57.48299319727891,2,13,45.542
143,VISIONE1,LSC24-AD02,AD,46.095238095238095,3,11,75.817
144,Libro1,LSC24-AD02,AD,57.48299319727891,2,13,63.963
145,Exquisitor,LSC24-AD02,AD,44.32234432234432,4,11,48.231
146,PraK1,LSC24-AD02,AD,35.85434173669468,1,8,78.163
147,VISIONE3,LSC24-AD02,AD,36.73469387755102,3,9,52.721
148,Libro2,LSC24-AD02,AD,0.0,0,0,inf
149,LIFEXPLORE3,LSC24-AD02,AD,9.523809523809524,0,2,120.632
150,SnapSeek2,LSC24-AD02,AD,57.142857142857146,0,12,57.376
151,SnapSeek4,LSC24-AD02,AD,16.93121693121693,1,4,145.577
152,SnapSeek5,LSC24-AD02,AD,10.714285714285714,2,3,154.477
153,EAGLE1,LSC24-AD02,AD,0.0,1,0,inf
154,MEMORIA,LSC24-AD02,AD,3.174603174603175,1,1,105.873
155,Retrospect1,LSC24-AD02,AD,0.0,0,0,inf
156,PraK2,LSC24-AD02,AD,24.489795918367342,2,6,54.06
157,LifeInsight,LSC24-AD02,AD,45.35147392290249,1,10,72.348
158,VitaChronicle1,LSC24-AD02,AD,0.0,4,0,inf
159,CollaXRSearch1,LSC24-AD02,AD,10.714285714285714,2,3,97.813
160,vitrivr-VR,LSC24-AD02,AD,7.619047619047619,1,2,108.398
161,MemoriEase,LSC24-AD02,AD,48.01587301587302,2,11,52.746
162,Libro3,LSC24-AD02,AD,38.57142857142857,2,9,83.597
163,LifeSeeker1,LSC24-AD02,AD,0.0,4,0,inf
164,SnapSeek3,LSC24-AD02,AD,1.9047619047619047,3,1,139.336
165,VISIONE2,LSC24-AD02,AD,27.450980392156865,3,7,107.495
166,Memento,LSC24-AD02,AD,2.380952380952381,2,1,81.797
167,EAGLE2,LSC24-AD02,AD,0.0,0,0,inf
168,LifeLens1,LSC24-AD02,AD,27.450980392156865,3,7,124.01
169,Lifegraph,LSC24-AD02,AD,0.0,2,0,inf
170,vitrivr,LSC24-AD02,AD,9.523809523809524,0,2,105.71
171,Voxento,LSC24-AD02,AD,4.761904761904762,0,1,124.239
172,MyEachtra,LSC24-AD02,AD,0.0,1,0,inf
173,PraK3,LSC24-AD02,AD,14.285714285714286,0,3,125.003
174,LifeSeeker2,LSC24-AD02,AD,0.0,15,0,inf
175,LIFEXPLORE1,LSC24-QA02,QA,93.54616666666666,0,1,38.723
176,SnapSeek1,LSC24-QA02,QA,91.20683333333332,0,1,52.759
177,LIFEXPLORE2,LSC24-QA02,QA,95.60849999999999,0,1,26.349
178,VISIONE1,LSC24-QA02,QA,89.65533333333333,0,1,62.068
179,Libro1,LSC24-QA02,QA,89.61449999999999,0,1,62.313
180,Exquisitor,LSC24-QA02,QA,60.18733333333333,0,1,238.876
181,PraK1,LSC24-QA02,QA,88.42766666666667,0,1,69.434
182,VISIONE3,LSC24-QA02,QA,84.574,0,1,92.556
183,Libro2,LSC24-QA02,QA,89.17533333333333,0,1,64.948
184,LIFEXPLORE3,LSC24-QA02,QA,95.70633333333333,0,1,25.762
185,SnapSeek2,LSC24-QA02,QA,90.9725,0,1,54.165
186,SnapSeek4,LSC24-QA02,QA,91.7735,0,1,49.359
187,SnapSeek5,LSC24-QA02,QA,85.51866666666666,0,1,86.888
188,EAGLE1,LSC24-QA02,QA,90.34316666666666,0,1,57.941
189,MEMORIA,LSC24-QA02,QA,71.20733333333334,0,1,172.756
190,Retrospect1,LSC24-QA02,QA,88.38466666666667,0,1,69.692
191,PraK2,LSC24-QA02,QA,69.91433333333333,0,1,180.514
192,LifeInsight,LSC24-QA02,QA,87.24333333333333,0,1,76.54
193,VitaChronicle1,LSC24-QA02,QA,88.5,0,1,69.0
194,CollaXRSearch1,LSC24-QA02,QA,83.68216666666666,0,1,97.907
195,vitrivr-VR,LSC24-QA02,QA,66.805,0,1,199.17
196,MemoriEase,LSC24-QA02,QA,91.07166666666666,0,1,53.57
197,Libro3,LSC24-QA02,QA,86.09266666666667,0,1,83.444
198,LifeSeeker1,LSC24-QA02,QA,75.86483333333334,0,1,144.811
199,SnapSeek3,LSC24-QA02,QA,85.1035,0,1,89.379
200,VISIONE2,LSC24-QA02,QA,0.0,0,0,inf
201,Memento,LSC24-QA02,QA,91.35816666666668,0,1,51.851
202,EAGLE2,LSC24-QA02,QA,91.43433333333334,0,1,51.394
203,LifeLens1,LSC24-QA02,QA,83.65383333333332,0,1,98.077
204,Lifegraph,LSC24-QA02,QA,88.46383333333333,0,1,69.217
205,vitrivr,LSC24-QA02,QA,88.95966666666666,0,1,66.242
206,Voxento,LSC24-QA02,QA,86.95,0,1,78.3
207,MyEachtra,LSC24-QA02,QA,90.31383333333333,0,1,58.117
208,PraK3,LSC24-QA02,QA,0.0,0,0,inf
209,LifeSeeker2,LSC24-QA02,QA,0.0,0,0,inf
210,LIFEXPLORE1,LSC24-KIS04,KIS,0.0,1,0,inf
211,SnapSeek1,LSC24-KIS04,KIS,0.0,0,0,inf
212,LIFEXPLORE2,LSC24-KIS04,KIS,0.0,0,0,inf
213,VISIONE1,LSC24-KIS04,KIS,0.0,1,0,inf
214,Libro1,LSC24-KIS04,KIS,0.0,1,0,inf
215,Exquisitor,LSC24-KIS04,KIS,0.0,0,0,inf
216,PraK1,LSC24-KIS04,KIS,0.0,0,0,inf
217,VISIONE3,LSC24-KIS04,KIS,0.0,1,0,inf
218,Libro2,LSC24-KIS04,KIS,0.0,1,0,inf
219,LIFEXPLORE3,LSC24-KIS04,KIS,0.0,1,0,inf
220,SnapSeek2,LSC24-KIS04,KIS,0.0,2,0,inf
221,SnapSeek4,LSC24-KIS04,KIS,0.0,2,0,inf
222,SnapSeek5,LSC24-KIS04,KIS,0.0,1,0,inf
223,EAGLE1,LSC24-KIS04,KIS,0.0,3,0,inf
224,MEMORIA,LSC24-KIS04,KIS,0.0,2,0,inf
225,Retrospect1,LSC24-KIS04,KIS,0.0,0,0,inf
226,PraK2,LSC24-KIS04,KIS,0.0,3,0,inf
227,LifeInsight,LSC24-KIS04,KIS,0.0,2,0,inf
228,VitaChronicle1,LSC24-KIS04,KIS,0.0,1,0,inf
229,CollaXRSearch1,LSC24-KIS04,KIS,0.0,0,0,inf
230,vitrivr-VR,LSC24-KIS04,KIS,0.0,1,0,inf
231,MemoriEase,LSC24-KIS04,KIS,0.0,1,0,inf
232,Libro3,LSC24-KIS04,KIS,0.0,0,0,inf
233,LifeSeeker1,LSC24-KIS04,KIS,0.0,0,0,inf
234,SnapSeek3,LSC24-KIS04,KIS,0.0,0,0,inf
235,VISIONE2,LSC24-KIS04,KIS,0.0,1,0,inf
236,Memento,LSC24-KIS04,KIS,0.0,2,0,inf
237,EAGLE2,LSC24-KIS04,KIS,0.0,1,0,inf
238,LifeLens1,LSC24-KIS04,KIS,0.0,0,0,inf
239,Lifegraph,LSC24-KIS04,KIS,0.0,0,0,inf
240,vitrivr,LSC24-KIS04,KIS,0.0,0,0,inf
241,Voxento,LSC24-KIS04,KIS,0.0,0,0,inf
242,MyEachtra,LSC24-KIS04,KIS,0.0,1,0,inf
243,PraK3,LSC24-KIS04,KIS,0.0,1,0,inf
244,LifeSeeker2,LSC24-KIS04,KIS,0.0,3,0,inf
245,LIFEXPLORE1,LSC24-KISJ04,KIS,98.71766666666667,0,1,7.694
246,SnapSeek1,LSC24-KISJ04,KIS,95.19933333333333,0,2,28.804
247,LIFEXPLORE2,LSC24-KISJ04,KIS,96.40566666666666,0,1,21.566
248,VISIONE1,LSC24-KISJ04,KIS,76.41033333333334,1,1,81.538
249,Libro1,LSC24-KISJ04,KIS,97.07783333333333,0,1,17.533
250,Exquisitor,LSC24-KISJ04,KIS,74.09333333333333,0,1,155.44
251,PraK1,LSC24-KISJ04,KIS,48.69283333333334,3,1,187.843
252,VISIONE3,LSC24-KISJ04,KIS,62.59299999999999,1,1,164.442
253,Libro2,LSC24-KISJ04,KIS,84.20133333333334,0,1,94.792
254,LIFEXPLORE3,LSC24-KISJ04,KIS,98.28566666666666,0,1,10.286
255,SnapSeek2,LSC24-KISJ04,KIS,91.55183333333333,0,1,50.689
256,SnapSeek4,LSC24-KISJ04,KIS,95.35116666666667,0,2,27.893
257,SnapSeek5,LSC24-KISJ04,KIS,92.89533333333333,0,1,42.628
258,EAGLE1,LSC24-KISJ04,KIS,98.12049999999999,0,1,11.277
259,MEMORIA,LSC24-KISJ04,KIS,68.125,0,1,191.25
260,Retrospect1,LSC24-KISJ04,KIS,68.5685,0,1,188.589
261,PraK2,LSC24-KISJ04,KIS,0.0,7,0,inf
262,LifeInsight,LSC24-KISJ04,KIS,86.2355,1,1,22.587
263,VitaChronicle1,LSC24-KISJ04,KIS,98.51883333333333,0,1,8.887
264,CollaXRSearch1,LSC24-KISJ04,KIS,44.77116666666667,1,1,271.373
265,vitrivr-VR,LSC24-KISJ04,KIS,88.33866666666667,0,1,69.968
266,MemoriEase,LSC24-KISJ04,KIS,0.0,9,0,inf
267,Libro3,LSC24-KISJ04,KIS,0.0,1,0,inf
268,LifeSeeker1,LSC24-KISJ04,KIS,94.4125,0,1,33.525
269,SnapSeek3,LSC24-KISJ04,KIS,92.54466666666667,0,1,44.732
270,VISIONE2,LSC24-KISJ04,KIS,52.75366666666666,1,1,223.478
271,Memento,LSC24-KISJ04,KIS,97.09716666666667,0,1,17.417
272,EAGLE2,LSC24-KISJ04,KIS,94.53783333333334,0,1,32.773
273,LifeLens1,LSC24-KISJ04,KIS,97.3305,0,1,16.017
274,Lifegraph,LSC24-KISJ04,KIS,0.0,0,0,inf
275,vitrivr,LSC24-KISJ04,KIS,88.93116666666667,0,1,66.413
276,Voxento,LSC24-KISJ04,KIS,92.48166666666667,0,1,45.11
277,MyEachtra,LSC24-KISJ04,KIS,0.0,1,0,inf
278,PraK3,LSC24-KISJ04,KIS,0.0,3,0,inf
279,LifeSeeker2,LSC24-KISJ04,KIS,94.1875,0,1,34.875
280,LIFEXPLORE1,LSC24-AD03,AD,18.181818181818183,6,8,23.254
281,SnapSeek1,LSC24-AD03,AD,20.416666666666664,1,7,67.105
282,LIFEXPLORE2,LSC24-AD03,AD,7.03125,2,3,78.444
283,VISIONE1,LSC24-AD03,AD,17.307692307692307,1,6,32.913
284,Libro1,LSC24-AD03,AD,8.333333333333334,4,4,54.071
285,Exquisitor,LSC24-AD03,AD,40.625,0,13,36.612
286,PraK1,LSC24-AD03,AD,12.5,0,4,41.243
287,VISIONE3,LSC24-AD03,AD,9.090909090909092,3,4,49.489
288,Libro2,LSC24-AD03,AD,4.166666666666667,2,2,38.333
289,LIFEXPLORE3,LSC24-AD03,AD,7.03125,2,3,48.621
290,SnapSeek2,LSC24-AD03,AD,4.6875,6,3,95.062
291,SnapSeek4,LSC24-AD03,AD,1.5625,2,1,45.78
292,SnapSeek5,LSC24-AD03,AD,11.160714285714286,4,5,26.924
293,EAGLE1,LSC24-AD03,AD,5.0,1,2,86.54
294,MEMORIA,LSC24-AD03,AD,4.166666666666667,2,2,46.236
295,Retrospect1,LSC24-AD03,AD,9.375,0,3,171.438
296,PraK2,LSC24-AD03,AD,12.019230769230768,3,5,29.3
297,LifeInsight,LSC24-AD03,AD,1.3157894736842106,15,2,162.699
298,VitaChronicle1,LSC24-AD03,AD,0.5208333333333334,10,1,118.013
299,CollaXRSearch1,LSC24-AD03,AD,7.03125,2,3,64.62
300,vitrivr-VR,LSC24-AD03,AD,14.204545454545453,1,5,50.117
301,MemoriEase,LSC24-AD03,AD,5.625,4,3,30.263
302,Libro3,LSC24-AD03,AD,15.0,3,6,42.523
303,LifeSeeker1,LSC24-AD03,AD,9.090909090909092,3,4,53.101
304,SnapSeek3,LSC24-AD03,AD,0.5208333333333334,10,1,179.533
305,VISIONE2,LSC24-AD03,AD,11.160714285714286,4,5,30.612
306,Memento,LSC24-AD03,AD,6.25,3,3,63.62
307,EAGLE2,LSC24-AD03,AD,5.0,1,2,50.769
308,LifeLens1,LSC24-AD03,AD,0.0,0,0,43.943
309,Lifegraph,LSC24-AD03,AD,14.583333333333334,7,7,62.566
310,vitrivr,LSC24-AD03,AD,9.090909090909092,3,4,93.976
311,Voxento,LSC24-AD03,AD,11.11111111111111,1,4,32.48
312,MyEachtra,LSC24-AD03,AD,0.5681818181818182,9,1,175.523
313,PraK3,LSC24-AD03,AD,19.140625,2,7,60.515
314,LifeSeeker2,LSC24-AD03,AD,0.2403846153846154,24,1,97.342
315,LIFEXPLORE1,LSC24-QA03,QA,97.1115,0,1,17.331
316,SnapSeek1,LSC24-QA03,QA,93.29633333333334,0,1,40.222
317,LIFEXPLORE2,LSC24-QA03,QA,97.08466666666666,0,1,17.492
318,VISIONE1,LSC24-QA03,QA,95.7485,0,1,25.509
319,Libro1,LSC24-QA03,QA,96.00283333333334,0,1,23.983
320,Exquisitor,LSC24-QA03,QA,96.48983333333334,0,1,21.061
321,PraK1,LSC24-QA03,QA,95.37933333333334,0,1,27.724
322,VISIONE3,LSC24-QA03,QA,92.33250000000001,0,1,46.005
323,Libro2,LSC24-QA03,QA,94.96983333333333,0,1,30.181
324,LIFEXPLORE3,LSC24-QA03,QA,96.883,0,1,18.702
325,SnapSeek2,LSC24-QA03,QA,92.562,0,1,44.628
326,SnapSeek4,LSC24-QA03,QA,94.17916666666667,0,1,34.925
327,SnapSeek5,LSC24-QA03,QA,95.60116666666667,0,1,26.393
328,EAGLE1,LSC24-QA03,QA,94.59633333333333,0,1,32.422
329,MEMORIA,LSC24-QA03,QA,73.23233333333333,0,1,160.606
330,Retrospect1,LSC24-QA03,QA,84.87133333333333,0,1,90.772
331,PraK2,LSC24-QA03,QA,95.66283333333334,0,1,26.023
332,LifeInsight,LSC24-QA03,QA,0.0,1,0,inf
333,VitaChronicle1,LSC24-QA03,QA,95.91316666666667,0,1,24.521
334,CollaXRSearch1,LSC24-QA03,QA,92.5625,0,1,44.625
335,vitrivr-VR,LSC24-QA03,QA,87.5575,0,1,74.655
336,MemoriEase,LSC24-QA03,QA,0.0,1,0,inf
337,Libro3,LSC24-QA03,QA,96.104,0,1,23.376
338,LifeSeeker1,LSC24-QA03,QA,92.52833333333334,0,1,44.83
339,SnapSeek3,LSC24-QA03,QA,84.87899999999999,0,1,90.726
340,VISIONE2,LSC24-QA03,QA,94.62733333333333,0,1,32.236
341,Memento,LSC24-QA03,QA,94.62666666666667,0,1,32.24
342,EAGLE2,LSC24-QA03,QA,93.08966666666666,0,1,41.462
343,LifeLens1,LSC24-QA03,QA,94.71766666666667,0,1,31.694
344,Lifegraph,LSC24-QA03,QA,87.42766666666667,0,1,75.434
345,vitrivr,LSC24-QA03,QA,89.33833333333334,0,1,63.97
346,Voxento,LSC24-QA03,QA,0.0,1,0,inf
347,MyEachtra,LSC24-QA03,QA,0.0,1,0,inf
348,PraK3,LSC24-QA03,QA,94.38516666666666,0,1,33.689
349,LifeSeeker2,LSC24-QA03,QA,94.62049999999999,0,1,32.277
350,LIFEXPLORE1,LSC24-KISJ05,KIS,84.428,0,1,93.432
351,SnapSeek1,LSC24-KISJ05,KIS,77.96866666666668,0,1,132.188
352,LIFEXPLORE2,LSC24-KISJ05,KIS,86.56383333333332,0,1,80.617
353,VISIONE1,LSC24-KISJ05,KIS,79.41666666666667,0,1,123.5
354,Libro1,LSC24-KISJ05,KIS,86.75450000000001,0,1,79.473
355,Exquisitor,LSC24-KISJ05,KIS,74.94366666666667,1,1,90.338
356,PraK1,LSC24-KISJ05,KIS,84.032,0,2,95.808
357,VISIONE3,LSC24-KISJ05,KIS,85.03233333333333,0,1,89.806
358,Libro2,LSC24-KISJ05,KIS,84.71133333333333,0,1,91.732
359,LIFEXPLORE3,LSC24-KISJ05,KIS,91.50566666666667,0,1,50.966
360,SnapSeek2,LSC24-KISJ05,KIS,0.0,1,0,inf
361,SnapSeek4,LSC24-KISJ05,KIS,67.97516666666667,1,1,132.149
362,SnapSeek5,LSC24-KISJ05,KIS,78.12516666666667,0,1,131.249
363,EAGLE1,LSC24-KISJ05,KIS,81.0175,0,1,113.895
364,MEMORIA,LSC24-KISJ05,KIS,46.034833333333324,2,1,203.791
365,Retrospect1,LSC24-KISJ05,KIS,53.54266666666666,1,1,218.744
366,PraK2,LSC24-KISJ05,KIS,88.40966666666667,0,1,69.542
367,LifeInsight,LSC24-KISJ05,KIS,80.55716666666666,0,1,116.657
368,VitaChronicle1,LSC24-KISJ05,KIS,74.80199999999999,1,1,91.188
369,CollaXRSearch1,LSC24-KISJ05,KIS,0.0,1,0,inf
370,vitrivr-VR,LSC24-KISJ05,KIS,77.2975,0,1,136.215
371,MemoriEase,LSC24-KISJ05,KIS,73.6525,1,1,98.085
372,Libro3,LSC24-KISJ05,KIS,83.38466666666667,0,1,99.692
373,LifeSeeker1,LSC24-KISJ05,KIS,87.79016666666666,0,1,73.259
374,SnapSeek3,LSC24-KISJ05,KIS,0.0,0,0,inf
375,VISIONE2,LSC24-KISJ05,KIS,82.56633333333333,0,1,104.602
376,Memento,LSC24-KISJ05,KIS,82.45183333333333,0,1,105.289
377,EAGLE2,LSC24-KISJ05,KIS,75.59666666666666,0,1,146.42
378,LifeLens1,LSC24-KISJ05,KIS,53.70933333333333,0,1,277.744
379,Lifegraph,LSC24-KISJ05,KIS,74.28266666666667,0,1,154.304
380,vitrivr,LSC24-KISJ05,KIS,78.1465,0,1,131.121
